TEXT,LABEL
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
itching vomiting yellowish skin nausea loss of appetite abdominal pain,chronic-cholestasis
chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
acidity indigestion headache blurred and distorted vision stiff neck depression irritability visual disturbances,migraine
muscle weakness stiff neck swelling joints movement stiffness painful walking,arthritis
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,peptic-ulcer-diseae
headache dizziness loss of balance lack of concentration,hypertension-
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
vomiting fatigue anxiety sweating headache nausea excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis-c
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
fatigue mood swings weight loss restlessness sweating diarrhoea excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
vomiting headache weakness of one body side,paralysis-brain-hemorrhage
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,hepatitis-d
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,migraine
chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look typhos belly pain,typhoid
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
burning micturition bladder discomfort foul smell of urine continuous feel of urine,urinary-tract-infection
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis-c
muscle weakness stiff neck swelling joints movement stiffness painful walking,arthritis
vomiting headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
vomiting sunken eyes diarrhoea,gastroenteritis
headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,migraine
vomiting sunken eyes dehydration diarrhoea,gastroenteritis
fatigue cramps bruising obesity swollen legs prominent veins on calf,varicose-veins
itching skin rash lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
skin rash high fever blister yellow crust ooze,impetigo
skin rash pus filled pimples scurring,acne
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
stomach pain acidity ulcers on tongue vomiting cough chest pain,gerd
chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
itching fatigue yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
joint pain neck pain knee pain hip joint pain swelling joints painful walking,osteoarthristis
muscle wasting patches in throat high fever extra marital contacts,aids
vomiting breathlessness sweating chest pain,heart-attack
burning micturition bladder discomfort foul smell of urine continuous feel of urine,urinary-tract-infection
fatigue cramps bruising swollen legs swollen blood vessels prominent veins on calf,varicose-veins
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis-c
skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
skin rash stomach pain burning micturition spotting urination,drug-reaction
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate muscle weakness irritability abnormal menstruation,hyperthyroidism
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
itching skin rash nodal skin eruptions dischromic patches,fungal-infection
cough high fever breathlessness family history mucoid sputum,bronchial-asthma
vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,hepatitis-d
continuous sneezing shivering chills watering from eyes,allergy
vomiting headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
skin rash blister red sore around nose yellow crust ooze,impetigo
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
muscle weakness stiff neck movement stiffness painful walking,arthritis
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
itching vomiting yellowish skin loss of appetite abdominal pain yellowing of eyes,chronic-cholestasis
vomiting sunken eyes dehydration diarrhoea,gastroenteritis
itching skin rash nodal skin eruptions dischromic patches,fungal-infection
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
itching skin rash lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
vomiting fatigue anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
chills vomiting fatigue weight loss cough breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
vomiting headache nausea spinning movements loss of balance,vertigo-paroymsal--positional-vertigo
fatigue cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
skin rash skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
burning micturition bladder discomfort foul smell of urine,urinary-tract-infection
itching skin rash nodal skin eruptions dischromic patches,fungal-infection
itching skin rash nodal skin eruptions dischromic patches,fungal-infection
skin rash high fever blister red sore around nose yellow crust ooze,impetigo
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis-c
chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
skin rash high fever blister red sore around nose yellow crust ooze,impetigo
skin rash pus filled pimples blackheads scurring,acne
high fever blister red sore around nose yellow crust ooze,impetigo
itching skin rash nodal skin eruptions dischromic patches,fungal-infection
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,hepatitis-d
skin rash chills joint pain vomiting high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
joint pain neck pain hip joint pain swelling joints painful walking,osteoarthristis
vomiting fatigue anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
itching lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
stomach pain acidity ulcers on tongue vomiting cough,gerd
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
continuous sneezing shivering watering from eyes,allergy
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,chronic-cholestasis
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis-c
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,hepatitis-d
chills vomiting high fever sweating headache nausea muscle pain,malaria
itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen fluid overload,alcoholic-hepatitis
skin rash chills joint pain fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
vomiting sunken eyes dehydration diarrhoea,gastroenteritis
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
headache chest pain dizziness loss of balance lack of concentration,hypertension-
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
skin rash high fever blister red sore around nose yellow crust ooze,impetigo
burning micturition bladder discomfort foul smell of urine continuous feel of urine,urinary-tract-infection
continuous sneezing shivering chills watering from eyes,allergy
fatigue cough high fever breathlessness mucoid sputum,bronchial-asthma
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
joint pain yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
chills fatigue cough high fever breathlessness sweating phlegm chest pain fast heart rate rusty sputum,pneumonia
vomiting indigestion abdominal pain passage of gases internal itching,peptic-ulcer-diseae
chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look typhos belly pain,typhoid
chills vomiting fatigue weight loss cough high fever breathlessness loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
joint pain vomiting yellowish skin dark urine loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
fatigue weight loss restlessness irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
continuous sneezing shivering chills watering from eyes,allergy
itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
vomiting sunken eyes diarrhoea,gastroenteritis
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,malaria
chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
itching vomiting weight loss high fever yellowish skin dark urine abdominal pain,jaundice
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis-c
burning micturition bladder discomfort foul smell of urine continuous feel of urine,urinary-tract-infection
continuous sneezing shivering chills watering from eyes,allergy
itching skin rash dischromic patches,fungal-infection
fatigue weight gain cold hands and feets mood swings lethargy puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
burning micturition bladder discomfort foul smell of urine continuous feel of urine,urinary-tract-infection
itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
skin rash stomach pain burning micturition spotting urination,drug-reaction
itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,chronic-cholestasis
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,peptic-ulcer-diseae
itching skin rash burning micturition spotting urination,drug-reaction
burning micturition foul smell of urine continuous feel of urine,urinary-tract-infection
skin rash high fever blister red sore around nose yellow crust ooze,impetigo
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,migraine
fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,varicose-veins
itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
vomiting headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
itching skin rash nodal skin eruptions dischromic patches,fungal-infection
itching vomiting yellowish skin loss of appetite abdominal pain yellowing of eyes,chronic-cholestasis
fatigue nausea loss of appetite yellowing of eyes family history,hepatitis-c
vomiting breathlessness sweating chest pain,heart-attack
continuous sneezing chills fatigue cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
muscle wasting patches in throat high fever,aids
itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,chronic-cholestasis
vomiting yellowish skin swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
skin rash joint pain skin peeling silver like dusting small dents in nails inflammatory nails,psoriasis
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
headache dizziness loss of balance lack of concentration,hypertension-
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
back pain weakness in limbs dizziness loss of balance,cervical-spondylosis
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
chills fatigue cough high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
skin rash pus filled pimples blackheads scurring,acne
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain mild fever yellowing of eyes muscle pain,hepatitis-a
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
vomiting nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
fatigue weight gain mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
burning micturition bladder discomfort foul smell of urine,urinary-tract-infection
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,malaria
vomiting dehydration diarrhoea,gastroenteritis
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
fatigue cough high fever breathlessness family history mucoid sputum,bronchial-asthma
fatigue cramps bruising obesity swollen legs swollen blood vessels,varicose-veins
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
itching skin rash burning micturition spotting urination,drug-reaction
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
continuous sneezing fatigue cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
stomach pain acidity ulcers on tongue vomiting cough chest pain,gerd
joint pain neck pain knee pain hip joint pain swelling joints painful walking,osteoarthristis
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
skin rash blackheads scurring,acne
constipation pain during bowel movements pain in anal region bloody stool,dimorphic-hemmorhoidspiles
itching fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
vomiting headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
fatigue weight loss restlessness lethargy irregular sugar level blurred and distorted vision obesity excessive hunger increased appetite polyuria,diabetes
continuous sneezing chills fatigue cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
skin rash joint pain skin peeling silver like dusting small dents in nails,psoriasis
itching fatigue lethargy dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,hepatitis-d
skin rash pus filled pimples blackheads scurring,acne
chills fatigue high fever breathlessness sweating malaise phlegm chest pain fast heart rate rusty sputum,pneumonia
vomiting sunken eyes diarrhoea,gastroenteritis
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,migraine
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
skin rash joint pain skin peeling small dents in nails inflammatory nails,psoriasis
continuous sneezing shivering chills watering from eyes,allergy
vomiting headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck irritability visual disturbances,migraine
muscle wasting patches in throat high fever extra marital contacts,aids
itching skin rash stomach pain burning micturition spotting urination,drug-reaction
itching skin rash fatigue lethargy high fever headache loss of appetite mild fever malaise red spots over body,chicken-pox
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
joint pain vomiting fatigue yellowish skin dark urine loss of appetite abdominal pain yellowing of eyes,hepatitis-d
vomiting yellowish skin swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
fatigue cough high fever breathlessness family history mucoid sputum,bronchial-asthma
stomach pain acidity ulcers on tongue vomiting chest pain,gerd
vomiting fatigue anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
fatigue weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
fatigue weight loss restlessness lethargy irregular sugar level obesity excessive hunger increased appetite polyuria,diabetes
fatigue mood swings weight loss restlessness sweating diarrhoea fast heart rate muscle weakness irritability abnormal menstruation,hyperthyroidism
vomiting fatigue anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
fatigue cramps bruising obesity swollen legs swollen blood vessels prominent veins on calf,varicose-veins
continuous sneezing shivering chills watering from eyes,allergy
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
vomiting headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
chills fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
weight gain cold hands and feets mood swings lethargy dizziness puffy face and eyes enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
skin rash pus filled pimples blackheads scurring,acne
itching vomiting fatigue weight loss high fever yellowish skin dark urine abdominal pain,jaundice
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,migraine
fatigue mood swings restlessness sweating diarrhoea fast heart rate excessive hunger muscle weakness irritability abnormal menstruation,hyperthyroidism
joint pain vomiting yellowish skin dark urine nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
stomach pain acidity ulcers on tongue vomiting cough chest pain,gerd
joint pain vomiting fatigue high fever yellowish skin nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
vomiting indigestion loss of appetite abdominal pain passage of gases internal itching,peptic-ulcer-diseae
vomiting anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
skin rash high fever blister red sore around nose,impetigo
chills vomiting fatigue weight loss cough high fever breathlessness sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
joint pain neck pain knee pain hip joint pain swelling joints painful walking,osteoarthristis
joint pain vomiting yellowish skin dark urine nausea loss of appetite diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
burning micturition bladder discomfort foul smell of urine continuous feel of urine,urinary-tract-infection
headache weakness of one body side altered sensorium,paralysis-brain-hemorrhage
headache chest pain dizziness loss of balance,hypertension-
itching vomiting nausea loss of appetite abdominal pain yellowing of eyes,chronic-cholestasis
vomiting abdominal pain swelling of stomach distention of abdomen history of alcohol consumption fluid overload,alcoholic-hepatitis
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis-c
chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look typhos belly pain,typhoid
vomiting breathlessness sweating chest pain,heart-attack
joint pain vomiting fatigue yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,hepatitis-d
joint pain fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
vomiting anxiety sweating headache nausea blurred and distorted vision excessive hunger drying and tingling lips slurred speech irritability palpitations,hypoglycemia
headache chest pain dizziness loss of balance lack of concentration,hypertension-
muscle wasting patches in throat high fever,aids
chest pain dizziness loss of balance lack of concentration,hypertension-
itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,chronic-cholestasis
constipation pain during bowel movements pain in anal region bloody stool irritation in anus,dimorphic-hemmorhoidspiles
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes,hepatitis-d
muscle weakness stiff neck movement stiffness painful walking,arthritis
vomiting headache nausea spinning movements loss of balance unsteadiness,vertigo-paroymsal--positional-vertigo
vomiting sunken eyes dehydration,gastroenteritis
muscle wasting patches in throat high fever extra marital contacts,aids
joint pain vomiting yellowish skin nausea loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
fatigue yellowish skin nausea loss of appetite yellowing of eyes family history,hepatitis-c
joint pain vomiting fatigue yellowish skin dark urine nausea loss of appetite yellowing of eyes,hepatitis-d
skin rash high fever blister red sore around nose yellow crust ooze,impetigo
chills vomiting fatigue weight loss cough high fever sweating loss of appetite mild fever yellowing of eyes swelled lymph nodes malaise phlegm chest pain blood in sputum,tuberculosis
joint pain neck pain knee pain hip joint pain swelling joints painful walking,osteoarthristis
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
continuous sneezing chills cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,common-cold
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
fatigue weight gain cold hands and feets mood swings lethargy dizziness enlarged thyroid brittle nails swollen extremeties depression irritability abnormal menstruation,hypothyroidism
skin rash chills joint pain vomiting fatigue high fever headache nausea loss of appetite pain behind the eyes back pain malaise muscle pain red spots over body,dengue
back pain weakness in limbs neck pain dizziness loss of balance,cervical-spondylosis
constipation pain during bowel movements bloody stool irritation in anus,dimorphic-hemmorhoidspiles
vomiting yellowish skin abdominal pain swelling of stomach distention of abdomen fluid overload,alcoholic-hepatitis
chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea belly pain,typhoid
headache chest pain dizziness loss of balance,hypertension-
continuous sneezing shivering chills,allergy
joint pain vomiting yellowish skin dark urine loss of appetite abdominal pain diarrhoea mild fever yellowing of eyes muscle pain,hepatitis-a
skin rash blackheads scurring,acne
chills vomiting fatigue high fever headache nausea constipation abdominal pain diarrhoea toxic look typhos belly pain,typhoid
headache chest pain dizziness loss of balance lack of concentration,hypertension-
skin rash pus filled pimples blackheads scurring,acne
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,migraine
itching fatigue lethargy yellowish skin dark urine loss of appetite abdominal pain yellow urine yellowing of eyes malaise receiving blood transfusion receiving unsterile injections,hepatitis-b
itching skin rash fatigue lethargy high fever headache loss of appetite mild fever swelled lymph nodes malaise red spots over body,chicken-pox
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,malaria
muscle wasting patches in throat high fever extra marital contacts,aids
chills vomiting high fever sweating headache nausea diarrhoea muscle pain,malaria
muscle weakness stiff neck swelling joints movement stiffness painful walking,arthritis
joint pain vomiting fatigue high fever yellowish skin dark urine nausea loss of appetite abdominal pain yellowing of eyes acute liver failure coma stomach bleeding,hepatitis-e
